text,status,naer_general_rank,written_per_million,spoken_per_million,provenance_ids
通常,provisional,668,214.7042390748098,212.8760154826255,naer:coct-general-frequency
動作,provisional,669,171.4354712467644,215.6436851418311,naer:coct-general-frequency
教授,provisional,670,153.0147828604784,163.0110519616844,naer:coct-general-frequency
北市,provisional,671,3.116431117076397,5.488429663170381,naer:coct-general-frequency
達,provisional,672,98.63802233742695,28.75561866259353,naer:coct-general-frequency
國小,provisional,673,18.65094699111453,113.7090043036325,naer:coct-general-frequency
門,provisional,674,307.1133691540293,76.83801528438535,naer:coct-general-frequency
低,provisional,675,128.5954608208136,138.7118505469642,naer:coct-general-frequency
想法,provisional,676,213.4060569406901,199.78822167045,naer:coct-general-frequency
經營,provisional,677,156.3852924380553,93.20948496341492,naer:coct-general-frequency
即使,provisional,678,248.0043973041561,95.74260634641665,naer:coct-general-frequency
第三,provisional,679,179.3913030411862,141.3387912404475,naer:coct-general-frequency
快樂,provisional,680,178.0296012919413,225.2132548109487,naer:coct-general-frequency
不管,provisional,681,150.9027556575681,256.5019948565439,naer:coct-general-frequency
七,provisional,682,228.702374258009,112.2548049911686,naer:coct-general-frequency
根據,provisional,683,182.5990436050049,131.2063057084406,naer:coct-general-frequency
終於,provisional,684,230.1990551893948,111.12897326539,naer:coct-general-frequency
之外,provisional,685,181.3326212784478,217.0040651438135,naer:coct-general-frequency
晚上,provisional,686,163.658288369882,194.8157982149281,naer:coct-general-frequency
眼睛,provisional,687,256.7224644800793,158.9299119557371,naer:coct-general-frequency
帶來,provisional,688,159.505693531077,151.4712767724544,naer:coct-general-frequency
思考,provisional,689,247.7026791323117,121.9651036260085,naer:coct-general-frequency
態度,provisional,690,222.7910800754272,108.6427615376291,naer:coct-general-frequency
角色,provisional,691,206.2561302631683,106.3441884308312,naer:coct-general-frequency
八,provisional,692,212.1912443014221,115.4446615475411,naer:coct-general-frequency
警方,provisional,693,30.6998239851615,9.428840703395268,naer:coct-general-frequency
以為,provisional,694,232.6763201792746,128.9546422568836,naer:coct-general-frequency
全部,provisional,695,133.8596489243082,254.5317893364315,naer:coct-general-frequency
有沒有,provisional,696,83.48859413008488,365.0978467389322,naer:coct-general-frequency
光,provisional,697,163.8329673114761,154.8018622945492,naer:coct-general-frequency
代,provisional,698,155.2141495341859,145.7013891778393,naer:coct-general-frequency
有的,provisional,699,118.1067843732774,298.0639493998684,naer:coct-general-frequency
眼,provisional,700,283.7580006677103,74.21107459090206,naer:coct-general-frequency
不用,provisional,701,90.32489270792637,302.1450894058156,naer:coct-general-frequency
高雄,provisional,702,17.98796100824605,51.27225317816433,naer:coct-general-frequency
記得,provisional,703,181.8645980551207,235.1581017219925,naer:coct-general-frequency
好好,provisional,704,120.0798624181016,264.6173652131976,naer:coct-general-frequency
在一起,provisional,705,180.8800440206813,237.4097651735496,naer:coct-general-frequency
通過,provisional,706,115.6414293112336,59.38762353481796,naer:coct-general-frequency
叫做,provisional,707,76.94607377219711,395.3076647139897,naer:coct-general-frequency
提到,provisional,708,126.9995304907949,239.7552479355882,naer:coct-general-frequency
自由,provisional,709,221.7747662334252,57.32359870422398,naer:coct-general-frequency
辛苦,provisional,710,53.01505877380663,316.0303473570842,naer:coct-general-frequency
至少,provisional,711,161.8717991944879,118.6345181039136,naer:coct-general-frequency
減少,provisional,712,89.83261569070663,153.5353016030483,naer:coct-general-frequency
樹,provisional,713,136.2932441787895,193.0332313157788,naer:coct-general-frequency
她們,provisional,714,195.6721743929445,207.9035920271037,naer:coct-general-frequency
困難,provisional,715,148.175382183133,211.7970934120877,naer:coct-general-frequency
針對,provisional,716,88.77263211330612,72.28777872603041,naer:coct-general-frequency
笑,provisional,717,270.9310083883805,82.8424511552042,naer:coct-general-frequency
香港,provisional,718,184.3061332614926,37.24626626117335,naer:coct-general-frequency
訓練,provisional,719,154.7853921320913,130.7841188112737,naer:coct-general-frequency
反而,provisional,720,155.8493456854371,172.3929830098389,naer:coct-general-frequency
銀行,provisional,721,132.7282057798919,50.05260214190424,naer:coct-general-frequency
談,provisional,722,173.0194916489471,178.3035995701762,naer:coct-general-frequency
自我,provisional,723,289.8955834791753,77.91693735492309,naer:coct-general-frequency
感到,provisional,724,293.4645918540184,47.89475800082872,naer:coct-general-frequency
觀察,provisional,725,173.4283991713152,155.45859746792,naer:coct-general-frequency
保護,provisional,726,128.4962114221806,171.7831574917089,naer:coct-general-frequency
建築,provisional,727,122.5610973839268,137.3983802002226,naer:coct-general-frequency
慈濟,provisional,728,3.195830635982802,435.6030585658133,naer:coct-general-frequency
智慧,provisional,729,180.4870164020945,109.8624125738892,naer:coct-general-frequency
下去,provisional,730,150.0373009014882,236.4715720687341,naer:coct-general-frequency
對方,provisional,731,244.1932203966486,45.26781730734546,naer:coct-general-frequency
像是,provisional,732,196.2120911215081,146.4519436616917,naer:coct-general-frequency
本來,provisional,733,126.3246345800904,259.7387610681573,naer:coct-general-frequency
長期,provisional,734,110.8377584173961,114.6002877532072,naer:coct-general-frequency
工程,provisional,735,56.07988020359385,79.18349804642395,naer:coct-general-frequency
然而,provisional,736,287.882805674898,62.5774800911905,naer:coct-general-frequency
總是,provisional,737,248.0758568711719,121.4021877631192,naer:coct-general-frequency
類,provisional,738,228.9167529590563,90.81709254613553,naer:coct-general-frequency
屬於,provisional,739,155.6667267919524,197.3958292531706,naer:coct-general-frequency
也許,provisional,740,249.0246811221034,157.8040802299586,naer:coct-general-frequency
而已,provisional,741,170.5223767793407,249.2779079494649,naer:coct-general-frequency
強,provisional,742,136.6068722784698,118.0716022410243,naer:coct-general-frequency
英國,provisional,743,170.3635777415279,103.0605125639771,naer:coct-general-frequency
博士,provisional,744,96.99048232011906,310.5888273491546,naer:coct-general-frequency
腳,provisional,745,188.3594787016646,167.3267402438354,naer:coct-general-frequency
男,provisional,746,92.24239108951605,25.98794900338796,naer:coct-general-frequency
改善,provisional,747,84.79471621609524,94.38222634443424,naer:coct-general-frequency
團體,provisional,748,121.2510053219711,93.72549117106342,naer:coct-general-frequency
比賽,provisional,749,77.77579874476903,100.5273911809754,naer:coct-general-frequency
市府,provisional,750,1.679299824870466,2.298573106797852,naer:coct-general-frequency
開心,provisional,751,70.17726478542609,209.2170623738453,naer:coct-general-frequency
團隊,provisional,752,66.55664672329401,94.14767806823038,naer:coct-general-frequency
結合,provisional,753,88.03421658747656,102.0754098039209,naer:coct-general-frequency
極,provisional,754,242.0811931937383,43.25070213199223,naer:coct-general-frequency
耶,provisional,755,40.14439675907838,392.2116274680988,naer:coct-general-frequency
下午,provisional,756,76.9421037962518,60.93564215776345,naer:coct-general-frequency
幸福,provisional,757,103.8585407055231,203.4002651239895,naer:coct-general-frequency
節目,provisional,758,84.12776025728144,166.1070892075754,naer:coct-general-frequency
群,provisional,759,154.9878609053026,168.1711140381694,naer:coct-general-frequency
報導,provisional,760,107.4950386714364,66.75243940761925,naer:coct-general-frequency
茶,provisional,761,85.96982909591003,223.5245072222809,naer:coct-general-frequency
正在,provisional,762,211.7267571158196,103.5296091163849,naer:coct-general-frequency
形成,provisional,763,187.3947745469518,140.3536884803913,naer:coct-general-frequency
生態,provisional,764,35.88064259380442,216.6756975571281,naer:coct-general-frequency
回家,provisional,765,138.4330612133172,170.7042354211711,naer:coct-general-frequency
植物,provisional,766,75.10400493356849,306.8360549298928,naer:coct-general-frequency
知識,provisional,767,249.3859489331275,118.3061505172282,naer:coct-general-frequency
說明,provisional,768,207.7210513869915,63.18730560932054,naer:coct-general-frequency
附近,provisional,769,126.5469532330283,125.4364181138256,naer:coct-general-frequency
結束,provisional,770,160.2004393215081,90.06653806228317,naer:coct-general-frequency
看起來,provisional,771,163.5193392117958,230.6078651636376,naer:coct-general-frequency
變化,provisional,772,167.7632434973432,162.7765036854805,naer:coct-general-frequency
心情,provisional,773,132.5297069826259,181.6341850922711,naer:coct-general-frequency
拍,provisional,774,113.4142728059089,142.3238940005037,naer:coct-general-frequency
馬,provisional,775,192.4763437569617,48.17621593227334,naer:coct-general-frequency
吸引,provisional,776,81.42420663851834,64.92296285322911,naer:coct-general-frequency
維持,provisional,777,123.2558431743578,87.1112297821145,naer:coct-general-frequency
越來越,provisional,778,107.5545883106162,244.7745810463508,naer:coct-general-frequency
演出,provisional,779,81.45199647013557,49.06749938184802,naer:coct-general-frequency
科學,provisional,780,215.1250565250137,127.9226298415866,naer:coct-general-frequency
呀,provisional,781,187.4027144988424,223.1492299803547,naer:coct-general-frequency
解釋,provisional,782,235.8602408874215,73.69506838325357,naer:coct-general-frequency
創作,provisional,783,121.0683864284864,78.15148563112696,naer:coct-general-frequency
算,provisional,784,133.7524595737846,192.7048637290933,naer:coct-general-frequency
具有,provisional,785,239.2069306093264,69.23865113538018,naer:coct-general-frequency
人民,provisional,786,143.1255727806857,51.8351690410536,naer:coct-general-frequency
導致,provisional,787,119.5081858819755,74.77399045379134,naer:coct-general-frequency
公園,provisional,788,54.78963802136479,88.98761599174541,naer:coct-general-frequency
建立,provisional,789,207.6615017478117,65.76733664756303,naer:coct-general-frequency
生產,provisional,790,141.5693422101201,126.9375270815304,naer:coct-general-frequency
年輕人,provisional,791,96.69670410016536,167.7958367962432,naer:coct-general-frequency
除,provisional,792,59.89899706299193,24.39302072520169,naer:coct-general-frequency
主義,provisional,793,327.2530571246389,26.73850348724032,naer:coct-general-frequency
總,provisional,794,181.4556905327527,67.1746263047862,naer:coct-general-frequency
分析,provisional,795,229.4606396635652,51.13152421244201,naer:coct-general-frequency
不但,provisional,796,157.00063870958,129.6582870854951,naer:coct-general-frequency
充滿,provisional,797,173.7062974874876,108.4082132614252,naer:coct-general-frequency
反應,provisional,798,209.5035705864403,109.3464063662407,naer:coct-general-frequency
人們,provisional,799,294.8064437235365,74.86780976427288,naer:coct-general-frequency
馬上,provisional,800,155.2538492936391,192.6110444186118,naer:coct-general-frequency
白,provisional,801,196.9703565270642,75.80600286908833,naer:coct-general-frequency
亦,provisional,802,270.2045027903869,11.02376898158153,naer:coct-general-frequency
資訊,provisional,803,148.3143313412193,69.75465734302868,naer:coct-general-frequency
舉行,provisional,804,69.72071755171424,24.95593658809096,naer:coct-general-frequency
避免,provisional,805,130.3898899480983,72.33468838127115,naer:coct-general-frequency
需求,provisional,806,114.2916374898247,70.45830217164026,naer:coct-general-frequency
情形,provisional,807,138.8419687356851,202.274433398211,naer:coct-general-frequency
效果,provisional,808,150.704256860302,133.6925174362015,naer:coct-general-frequency
報告,provisional,809,146.0951147877852,80.4969683931656,naer:coct-general-frequency
選舉,provisional,810,32.40691364164921,18.10712692293818,naer:coct-general-frequency
達到,provisional,811,141.1485247599162,128.860822946402,naer:coct-general-frequency
公尺,provisional,812,76.26323790960203,119.5258015534883,naer:coct-general-frequency
具,provisional,813,163.5471290434131,28.00506417874117,naer:coct-general-frequency
新聞,provisional,814,157.8700634416051,90.48872495945012,naer:coct-general-frequency
前往,provisional,815,107.0424614136699,36.26116350111713,naer:coct-general-frequency
不再,provisional,816,204.4736110637195,67.64372285719392,naer:coct-general-frequency
跑,provisional,817,138.7625692167787,159.164460231941,naer:coct-general-frequency
例,provisional,818,222.4814219516922,20.9686158926253,naer:coct-general-frequency
需,provisional,819,109.3331375341197,21.53153175551457,naer:coct-general-frequency
挑戰,provisional,820,107.7888168913901,98.41645669514068,naer:coct-general-frequency
讀,provisional,821,180.1614783745783,121.4960070736007,naer:coct-general-frequency
規定,provisional,822,97.1175215503693,40.0608455756197,naer:coct-general-frequency
日前,provisional,823,6.665589612192703,1.782566899149354,naer:coct-general-frequency
絕對,provisional,824,166.7508996312865,134.8183491619801,naer:coct-general-frequency
品牌,provisional,825,64.3215502660787,23.59555658610856,naer:coct-general-frequency
換,provisional,826,100.5912505025245,165.5910829999269,naer:coct-general-frequency
開放,provisional,827,68.82350298807187,38.84119453935962,naer:coct-general-frequency
太多,provisional,828,121.385984504112,191.6259416585556,naer:coct-general-frequency
概念,provisional,829,163.6344685142101,143.5904546920046,naer:coct-general-frequency
方向,provisional,830,156.3376527267115,124.3105863880471,naer:coct-general-frequency
堅持,provisional,831,120.6555089301731,123.9353091461209,naer:coct-general-frequency
旁,provisional,832,156.2741331115864,50.52169869431197,naer:coct-general-frequency
課程,provisional,833,118.3132231224341,96.1647932435836,naer:coct-general-frequency
交通,provisional,834,45.5792938282218,72.89760424416043,naer:coct-general-frequency
黨,provisional,835,91.75408404824164,6.61426138894892,naer:coct-general-frequency
實在,provisional,836,202.9610502285525,121.0738201764338,naer:coct-general-frequency
海,provisional,837,131.0369960271855,127.0313463920119,naer:coct-general-frequency
溝通,provisional,838,123.5535913702568,106.7194656727574,naer:coct-general-frequency
現象,provisional,839,187.0176268321464,135.662722956314,naer:coct-general-frequency
製作,provisional,840,102.2149706641605,94.00694910250807,naer:coct-general-frequency
樣子,provisional,841,149.9380515028552,236.1432044820487,naer:coct-general-frequency
深,provisional,842,157.683474572175,110.4253284367784,naer:coct-general-frequency
想像,provisional,843,178.3948390789108,143.1213581395969,naer:coct-general-frequency
體驗,provisional,844,62.79707950307572,94.05385875774886,naer:coct-general-frequency
十分,provisional,845,249.9615954451989,39.77938764417507,naer:coct-general-frequency
電腦,provisional,846,149.5053241248153,127.7819008758642,naer:coct-general-frequency
協會,provisional,847,52.94756918273619,64.40695664558062,naer:coct-general-frequency
積極,provisional,848,95.23972292823281,67.73754216767547,naer:coct-general-frequency
適合,provisional,849,101.1708669905413,157.0535257461063,naer:coct-general-frequency
醫生,provisional,850,168.9701161847205,178.0221416387316,naer:coct-general-frequency
台中,provisional,851,14.24030371586374,24.90902693285019,naer:coct-general-frequency
步,provisional,852,179.1888342679748,117.1334091362089,naer:coct-general-frequency
或許,provisional,853,221.0006209240877,93.16257530817415,naer:coct-general-frequency
動,provisional,854,180.5902357766729,142.6053519319484,naer:coct-general-frequency
人士,provisional,855,109.5157564276044,34.52550625720855,naer:coct-general-frequency
有機,provisional,856,18.79783610109139,298.3923169865538,naer:coct-general-frequency
它們,provisional,857,252.5936894969463,128.3448167387535,naer:coct-general-frequency
電視,provisional,858,160.1448596582736,94.52295531015656,naer:coct-general-frequency
醫療,provisional,859,54.78566804541946,144.8570153835054,naer:coct-general-frequency
不錯,provisional,860,91.57146515475692,220.3346506659084,naer:coct-general-frequency
居民,provisional,861,53.24531737863521,117.321047757172,naer:coct-general-frequency
層,provisional,862,143.3875911930768,129.892835361699,naer:coct-general-frequency
控制,provisional,863,187.2161256294124,111.4104311968346,naer:coct-general-frequency
會議,provisional,864,119.663014943843,36.54262143256177,naer:coct-general-frequency
系列,provisional,865,75.32235361056112,28.84943797307508,naer:coct-general-frequency
經常,provisional,866,193.7705559151361,97.00916703791748,naer:coct-general-frequency
重,provisional,867,120.7626982806967,129.892835361699,naer:coct-general-frequency
初,provisional,868,163.3645101499283,37.80918212406262,naer:coct-general-frequency
階段,provisional,869,140.0567813749531,97.47826359032524,naer:coct-general-frequency
負責,provisional,870,144.9835215230956,98.69791462658529,naer:coct-general-frequency
並且,provisional,871,238.4566051556609,90.01962840704239,naer:coct-general-frequency
遇到,provisional,872,115.0499028953809,169.0154878325033,naer:coct-general-frequency
確定,provisional,873,158.6719985825598,67.73754216767547,naer:coct-general-frequency
反,provisional,874,172.8170228757359,39.31029109176735,naer:coct-general-frequency
明顯,provisional,875,140.7674070691654,100.9026684229016,naer:coct-general-frequency
看見,provisional,876,222.0923643090508,55.54103180507462,naer:coct-general-frequency
衣服,provisional,877,129.6355945184875,206.1210251279543,naer:coct-general-frequency
等等,provisional,878,150.7915963310991,204.4322775392865,naer:coct-general-frequency
活,provisional,879,195.0250683138573,108.455122916666,naer:coct-general-frequency
紅,provisional,880,136.2892742028442,74.02343596993896,naer:coct-general-frequency
觀念,provisional,881,157.4293961116745,162.7765036854805,naer:coct-general-frequency
季,provisional,882,31.88287681686693,39.35720074700812,naer:coct-general-frequency
員工,provisional,883,124.3991962466101,50.94388559147892,naer:coct-general-frequency
漂亮,provisional,884,77.45026071725277,268.8392341848671,naer:coct-general-frequency
電話,provisional,885,150.2556495784809,68.86337389345401,naer:coct-general-frequency
選,provisional,886,67.5570806615147,117.6025056886166,naer:coct-general-frequency
皆,provisional,887,179.7763907078822,16.13692140282573,naer:coct-general-frequency
標準,provisional,888,122.1521898615588,78.38603390733083,naer:coct-general-frequency
綠,provisional,889,57.97752870545695,96.07097393310205,naer:coct-general-frequency
時期,provisional,890,189.2487533134164,81.90425805038876,naer:coct-general-frequency
那樣,provisional,891,179.8637301786793,185.1993188905698,naer:coct-general-frequency
嗯,provisional,892,69.76438728711277,316.9685404618997,naer:coct-general-frequency
屆,provisional,893,40.51360452199316,23.78319520707165,naer:coct-general-frequency
高中,provisional,894,46.1668502681292,64.03167940365444,naer:coct-general-frequency
英文,provisional,895,59.95457672622643,64.26622767985829,naer:coct-general-frequency
北京,provisional,896,140.8944462994157,26.97305176344418,naer:coct-general-frequency
人物,provisional,897,207.4352131189285,65.25133043991453,naer:coct-general-frequency
魚,provisional,898,137.0515095843457,115.3977518923003,naer:coct-general-frequency
那裡,provisional,899,218.9044736249586,142.6991712424299,naer:coct-general-frequency
顯示,provisional,900,129.3497562504244,37.62154350309953,naer:coct-general-frequency
介紹,provisional,901,104.2674482278911,193.9714244205942,naer:coct-general-frequency
左右,provisional,902,132.9187646252673,152.7378374639552,naer:coct-general-frequency
熱,provisional,903,77.37483117429169,199.1314864970792,naer:coct-general-frequency
期待,provisional,904,84.95351525390804,105.4998146364973,naer:coct-general-frequency
至於,provisional,905,122.5849172395987,42.92233454530683,naer:coct-general-frequency
投入,provisional,906,74.11945089912908,112.3955339568909,naer:coct-general-frequency
原,provisional,907,129.2346269480101,18.20094623341972,naer:coct-general-frequency
萬,provisional,908,51.06580058465439,14.4950834693987,naer:coct-general-frequency
專家,provisional,909,101.8219430455738,141.2449719299659,naer:coct-general-frequency
畢業,provisional,910,77.35101131861977,108.3143939509437,naer:coct-general-frequency
立委,provisional,911,4.128774983133061,1.078922070537767,naer:coct-general-frequency
創意,provisional,912,79.23277991670156,105.1245373945711,naer:coct-general-frequency
酒,provisional,913,182.1385263953478,47.51948075890253,naer:coct-general-frequency
倍,provisional,914,90.33680263576231,88.19015185265226,naer:coct-general-frequency
唯一,provisional,915,151.8476099325542,78.85513045973855,naer:coct-general-frequency
表演,provisional,916,80.86841000617349,90.48872495945012,naer:coct-general-frequency
地球,provisional,917,84.00866097892181,250.6851976066881,naer:coct-general-frequency
確實,provisional,918,144.2133461897035,104.8899891183673,naer:coct-general-frequency
部落,provisional,919,68.99421195372064,149.7825291837866,naer:coct-general-frequency
安排,provisional,920,118.6308211980597,60.98255181300423,naer:coct-general-frequency
百,provisional,921,96.52202515857128,55.72867042603771,naer:coct-general-frequency
特色,provisional,922,63.19804707355308,73.50742976229049,naer:coct-general-frequency
開發,provisional,923,75.32632358650645,93.81931048154495,naer:coct-general-frequency
基礎,provisional,924,156.4646919569617,54.69665801074072,naer:coct-general-frequency
房子,provisional,925,123.2042334870686,179.1010637092693,naer:coct-general-frequency
米,provisional,926,100.9882480970565,117.2272284466904,naer:coct-general-frequency
國內,provisional,927,68.30740611518024,51.17843386768278,naer:coct-general-frequency
平常,provisional,928,67.50944095017087,238.5825065545688,naer:coct-general-frequency
引起,provisional,929,145.1701103925256,89.3159835784308,naer:coct-general-frequency
程度,provisional,930,173.6586577761438,97.43135393508445,naer:coct-general-frequency
興趣,provisional,931,135.1657710103186,134.5838008857763,naer:coct-general-frequency
北,provisional,932,78.33556535305921,46.06528144643858,naer:coct-general-frequency
遊客,provisional,933,19.2702632385845,59.90362974246646,naer:coct-general-frequency
女人,provisional,934,280.8757981314077,28.75561866259353,naer:coct-general-frequency
邀請,provisional,935,56.56818724486826,50.66242766003428,naer:coct-general-frequency
正常,provisional,936,113.6405614347922,145.3730215911539,naer:coct-general-frequency
心理,provisional,937,233.2479967154007,66.00188492376688,naer:coct-general-frequency
逐漸,provisional,938,152.7289445924154,85.46939184868747,naer:coct-general-frequency
接著,provisional,939,194.1318237261602,85.32866288296515,naer:coct-general-frequency
感謝,provisional,940,70.10183524246499,116.6643125838011,naer:coct-general-frequency
煮,provisional,941,50.77202236470069,245.4782258749624,naer:coct-general-frequency
照片,provisional,942,99.40819767081908,117.5555960333758,naer:coct-general-frequency
條件,provisional,943,143.3836212171315,85.00029529627976,naer:coct-general-frequency
影片,provisional,944,129.7229339892845,108.4082132614252,naer:coct-general-frequency
空氣,provisional,945,70.80452098478669,184.3080354409951,naer:coct-general-frequency
朝,provisional,946,233.748213684511,32.88366832378151,naer:coct-general-frequency
申請,provisional,947,41.4028791337449,35.18224143057936,naer:coct-general-frequency
阿嬤,provisional,948,21.92220717005843,238.347958278365,naer:coct-general-frequency
公里,provisional,949,65.88175081258956,99.02628221327072,naer:coct-general-frequency
隨著,provisional,950,119.2580773974204,110.1907801605746,naer:coct-general-frequency
太太,provisional,951,183.7106368696946,123.5131222489539,naer:coct-general-frequency
差,provisional,952,93.65570252605005,143.2151774500784,naer:coct-general-frequency
結構,provisional,953,170.0737694975196,94.61677462063808,naer:coct-general-frequency
以來,provisional,954,105.593420193628,63.84404078269135,naer:coct-general-frequency
位置,provisional,955,127.0789300097012,153.4414822925668,naer:coct-general-frequency
農民,provisional,956,60.39127408021166,126.2807919081595,naer:coct-general-frequency
氣,provisional,957,209.3606514524087,68.30045803056474,naer:coct-general-frequency
品質,provisional,958,76.19574831853156,95.32041944924968,naer:coct-general-frequency
分別,provisional,959,100.7063798049388,36.58953108780253,naer:coct-general-frequency
大量,provisional,960,111.865982187234,116.1952160313934,naer:coct-general-frequency
表達,provisional,961,136.5076228798368,69.84847665351023,naer:coct-general-frequency
遊戲,provisional,962,123.1288039441076,91.80219530619176,naer:coct-general-frequency
進,provisional,963,154.0588865340977,80.54387804840636,naer:coct-general-frequency
感受,provisional,964,119.8575437651637,121.8243746602861,naer:coct-general-frequency
垃圾,provisional,965,28.29004858635211,207.4814051299367,naer:coct-general-frequency
平均,provisional,966,54.28545107630911,95.6487870359351,naer:coct-general-frequency
校長,provisional,967,55.12708597671701,76.27509942149607,naer:coct-general-frequency
如今,provisional,968,103.6997416677103,50.47478903907119,naer:coct-general-frequency
旁邊,provisional,969,100.4880311279462,229.2943948168959,naer:coct-general-frequency
責任,provisional,970,117.2929393044868,73.83579734897589,naer:coct-general-frequency
建設,provisional,971,45.8929219279021,36.68335039828408,naer:coct-general-frequency
下來,provisional,972,130.1834511989417,178.5850575016208,naer:coct-general-frequency
美元,provisional,973,107.824546674898,19.6082358906429,naer:coct-general-frequency
提醒,provisional,974,81.90060375195678,97.99426979797373,naer:coct-general-frequency
農業,provisional,975,36.718307518267,167.3267402438354,naer:coct-general-frequency
永遠,provisional,976,178.5536381167236,107.0478332594428,naer:coct-general-frequency
集團,provisional,977,81.18600808179913,8.959744150987545,naer:coct-general-frequency
黑,provisional,978,146.9526295919744,64.54768561130294,naer:coct-general-frequency
死亡,provisional,979,135.4873390618895,85.7508497801321,naer:coct-general-frequency
呈現,provisional,980,105.7125194719876,87.39268771355913,naer:coct-general-frequency
回答,provisional,981,250.8151402734428,43.76670833964072,naer:coct-general-frequency
主題,provisional,982,111.8699521631794,54.60283870025917,naer:coct-general-frequency
取得,provisional,983,101.1867468943226,48.08239662179179,naer:coct-general-frequency
穩定,provisional,984,78.50230434276264,92.03674358239563,naer:coct-general-frequency
豐富,provisional,985,95.9225587908279,134.3023429543316,naer:coct-general-frequency
感動,provisional,986,59.84341739975746,177.0839485339161,naer:coct-general-frequency
雙方,provisional,987,88.1374359620549,23.97083382803474,naer:coct-general-frequency
均,provisional,988,109.6110358502921,12.24342001784162,naer:coct-general-frequency
保持,provisional,989,154.6861427334583,86.40758495350292,naer:coct-general-frequency
數,provisional,990,149.8427720801675,28.70870900735276,naer:coct-general-frequency
狗,provisional,991,142.0576492513945,99.7299270418823,naer:coct-general-frequency
高興,provisional,992,152.6614550013449,156.5844291936986,naer:coct-general-frequency
觀光,provisional,993,17.6624229807298,49.58350558949653,naer:coct-general-frequency
目的,provisional,994,178.3074996081137,85.84466909061366,naer:coct-general-frequency
消費者,provisional,995,58.93429290827913,83.17081874188963,naer:coct-general-frequency
信,provisional,996,223.7597542060853,57.46432766994629,naer:coct-general-frequency
味道,provisional,997,56.08782015548451,247.4015217398341,naer:coct-general-frequency
支,provisional,998,100.559490694962,82.09189667135185,naer:coct-general-frequency
手機,provisional,999,35.94019223298423,84.43737943339049,naer:coct-general-frequency
藥,provisional,1000,99.16602913815454,148.234510560841,naer:coct-general-frequency
